"GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
"ENSG00000008294","SPAG9","17","-",50975862,50975901,50974770,50974947,50977107,50977221,"481,511,338","76,71,63","220,238,170","155,215,162",188,149,0,0,"0.834,0.851,0.81","0.529,0.467,0.454",0.348
"ENSG00000139116","KIF21A","12","-",39330241,39330262,39326263,39326324,39330745,39330911,"20,30,17","27,15,14","1,35,12","54,65,55",170,149,7.8e-05,0.00828498,"0.394,0.637,0.516","0.016,0.321,0.161",0.35
"ENSG00000234520","HRAT17","7","-",112973604,112973672,112956521,112956702,112995567,112995634,"3,23,6","0,0,0","22,22,17","16,0,14",217,149,0.000353403,0.029162777,"1.0,1.0,1.0","0.486,1.0,0.455",0.353
"ENSG00000112200","ZNF451","6","+",57099468,57099568,57099060,57099141,57124733,57124859,"27,17,27","15,32,8","10,14,8","39,63,35",249,149,0.000332267,0.027829212,"0.519,0.241,0.669","0.133,0.117,0.12",0.353
"ENSG00000064607","SUGP2","19","-",18991339,18991553,18990892,18991149,18994365,18994486,"113,179,180","11,20,30","93,174,187","68,90,97",363,149,7.12e-13,3.29e-10,"0.808,0.786,0.711","0.36,0.442,0.442",0.354
"ENSG00000127483","HP1BP3","1","-",20780349,20780540,20779811,20779911,20787194,20787323,"280,350,278","30,50,0","131,212,143","46,103,72",340,149,7.99e-11,2.86e-08,"0.804,0.754,1.0","0.555,0.474,0.465",0.355
"ENSG00000130751","NPAS1","19","+",47040977,47041125,47040443,47040550,47042809,47042877,"5,9,13","1,0,2","18,12,23","9,7,14",297,149,0.000608927,0.045340683,"0.715,1.0,0.765","0.501,0.462,0.452",0.355
"ENSG00000106603","COA1","7","-",43650492,43650712,43648599,43648652,43729428,43729489,"87,103,111","72,37,59","39,45,27","170,197,185",369,149,0,0,"0.328,0.529,0.432","0.085,0.084,0.056",0.355
"ENSG00000184584","TMEM173","5","-",139477328,139477515,139475533,139476454,139478269,139478508,"2,9,3","1,0,0","16,6,22","2,15,11",336,149,4.71e-05,0.005366971,"0.47,1.0,1.0","0.78,0.151,0.47",0.356
"ENSG00000131943","C19orf12","19","-",29705273,29705394,29702841,29702977,29708253,29708423,"72,63,61","49,47,66","14,7,0","71,99,62",270,149,0,0,"0.448,0.425,0.338","0.098,0.038,0.0",0.358
"ENSG00000081377","CDC14B","9","-",96509672,96509789,96500107,96503789,96522505,96522603,"35,10,12","0,1,0","35,33,42","13,12,18",266,149,7.4e-09,2.07e-06,"1.0,0.849,1.0","0.601,0.606,0.567",0.358
"ENSG00000102606","ARHGEF7","13","+",111159026,111159089,111153904,111153991,111217678,111217880,"1,2,7","8,0,0","0,1,0","5,0,3",212,149,0.000523101,0.040430354,"0.081,1.0,1.0","0.0,1.0,0.0",0.36
"ENSG00000186575","NF2","22","+",29683019,29683064,29681438,29681601,29694751,29694806,"111,103,138","63,47,47","89,39,35","102,94,134",194,149,9.11e-09,2.44e-06,"0.575,0.627,0.693","0.401,0.242,0.167",0.362
"ENSG00000124588","NQO2","6","+",3002049,3002286,2999973,3000085,3003668,3003789,"87,77,37","9,4,0","18,52,55","15,10,15",386,149,0.000503875,0.039270843,"0.789,0.881,1.0","0.317,0.667,0.586",0.367
"ENSG00000041982","TNC","9","-",115064646,115064919,115042218,115042341,115073602,115073866,"265,835,171,873","262,236,185","141,227,421,383","709,980,753",422,149,0,0,"0.782,0.84,0.781","0.413,0.497,0.393",0.367
"ENSG00000211455","STK38L","12","+",27297029,27297158,27244292,27244332,27297709,27297854,"2,14,5","6,5,5","0,0,0","21,15,8",278,149,3.02e-05,0.003695801,"0.152,0.6,0.349","0.0,0.0,0.0",0.367
"ENSG00000284691","AC073111.5","7","+",150407583,150408488,150405145,150405317,150410159,150410249,"10,12,21","0,0,0","12,20,59","0,4,9",1054,149,0.000410607,0.033112123,"1.0,1.0,1.0","1.0,0.414,0.481",0.368
"ENSG00000041982","TNC","9","-",115057152,115057425,115042218,115042341,115073602,115073866,"276,334,981,896","262,236,185","150,524,751,444","709,980,753",422,149,0,0,"0.788,0.84,0.783","0.428,0.471,0.404",0.369
"ENSG00000170946","DNAJC24","11","+",31396282,31396394,31370715,31370859,31408109,31408330,"19,24,8","10,7,3","9,3,14","11,9,32",261,149,0.00011755,0.011787196,"0.52,0.662,0.604","0.318,0.16,0.2",0.369
"ENSG00000174306","ZHX3","20","-",41267462,41267612,41238687,41238796,41268989,41269083,"2,1,7","0,1,1","0,2,0","2,0,4",299,149,3.77e-05,0.004525986,"1.0,0.333,0.777","0.0,1.0,0.0",0.37
"ENSG00000164144","ARFIP1","4","+",152870752,152870848,152863605,152863714,152872451,152872564,"44,154,121","136,79,69","3,6,0","52,51,50",245,149,1.31e-08,3.33e-06,"0.164,0.542,0.516","0.034,0.067,0.0",0.374
"ENSG00000102977","ACD","16","-",67659374,67659419,67658927,67659079,67659536,67659613,"23,39,24","1,1,0","9,29,12","9,15,3",194,149,3.17e-08,7.61e-06,"0.946,0.968,1.0","0.434,0.598,0.754",0.376
"ENSG00000185716","MOSMO","16","+",22085207,22085275,22075486,22075699,22085643,22085750,"9,41,16","13,11,7","5,0,7","7,17,20",217,149,0.000528427,0.040745223,"0.322,0.719,0.611","0.329,0.0,0.194",0.376
"ENSG00000197343","ZNF655","7","+",99571687,99571792,99560532,99560695,99572244,99572318,"67,103,116","0,1,0","34,45,44","11,33,8",254,149,2.39e-13,1.2e-10,"1.0,0.984,1.0","0.645,0.444,0.763",0.377
"ENSG00000170364","SETMAR","3","+",4313666,4313761,4303331,4303526,4316211,4317265,"30,56,28","1,3,0","21,11,26","16,6,5",244,149,2.29e-06,0.000387601,"0.948,0.919,1.0","0.445,0.528,0.761",0.378
"ENSG00000106477","CEP41","7","-",130426645,130426759,130421852,130422007,130427954,130428018,"32,13,9","7,31,18","0,0,0","16,6,2",263,149,1.99e-05,0.002581448,"0.721,0.192,0.221","0.0,0.0,0.0",0.378
"ENSG00000109184","DCUN1D4","4","+",51911069,51911174,51899269,51899378,51913289,51913392,"206,230,221","21,25,11","66,138,126","58,60,72",254,149,4.44e-15,2.68e-12,"0.852,0.844,0.922","0.4,0.574,0.507",0.379
"ENSG00000166025","AMOTL1","11","+",94795010,94795160,94768370,94768560,94799389,94799539,"64,49,37","0,0,0","16,14,24","3,11,4",299,149,1.11e-06,0.000201844,"1.0,1.0,1.0","0.727,0.388,0.749",0.379
"ENSG00000198270","TMEM116","12","-",111978735,111978787,111938160,111938210,111991757,111991889,"8,4,9","3,9,9","0,1,0","4,3,2",201,149,1.83e-05,0.002418767,"0.664,0.248,0.426","0.0,0.198,0.0",0.38
"ENSG00000184402","SS18L1","20","+",62154280,62154465,62143794,62143889,62158671,62158942,"26,89,31","12,10,3","25,44,15","12,46,29",334,149,0.000367465,0.030232482,"0.491,0.799,0.822","0.482,0.299,0.187",0.381
"ENSG00000116786","PLEKHM2","1","+",15721328,15721388,15719733,15719920,15725316,15725545,"577,502,332","88,38,37","234,194,139","136,210,98",209,149,0,0,"0.824,0.904,0.865","0.551,0.397,0.503",0.381
"ENSG00000040275","SPDL1","5","+",169587260,169587372,169583737,169583889,169588393,169588575,"38,101,103","33,80,33","11,4,9","35,48,40",261,149,1.25e-09,3.88e-07,"0.397,0.419,0.641","0.152,0.045,0.114",0.382
"ENSG00000197415","VEPH1","3","-",157493186,157493293,157489054,157489160,157495211,157495506,"51,23,13","31,13,12","0,0,1","21,3,2",256,149,5.17e-10,1.72e-07,"0.489,0.507,0.387","0.0,0.0,0.225",0.386
"ENSG00000121310","ECHDC2","1","-",52905033,52905090,52904645,52904833,52907867,52907954,"6,12,25","1,1,0","9,20,17","13,21,3",206,149,2.4e-06,0.000403839,"0.813,0.897,1.0","0.334,0.408,0.804",0.388
"ENSG00000153786","ZDHHC7","16","-",84988762,84988873,84981869,84981994,84990303,84990635,"225,278,176","112,130,54","108,90,29","180,209,128",260,149,0,0,"0.535,0.551,0.651","0.256,0.198,0.115",0.389
"ENSG00000100814","CCNB1IP1","14","-",20315780,20315850,20315484,20315618,20316226,20316265,"15,7,2","7,10,4","0,0,0","9,14,1",219,149,1.12e-07,2.44e-05,"0.593,0.323,0.254","0.0,0.0,0.0",0.39
"ENSG00000164403","SHROOM1","5","-",132827460,132827607,132825162,132826182,132830593,132830898,"23,12,25","4,0,0","16,22,12","5,9,9",296,149,0.000153195,0.014618238,"0.743,1.0,1.0","0.617,0.552,0.402",0.391
"ENSG00000147044","CASK","X","-",41555599,41555635,41553718,41553915,41557031,41557100,"48,67,34","25,15,15","32,17,10","28,68,30",185,149,1.22e-05,0.001714506,"0.607,0.782,0.646","0.479,0.168,0.212",0.392
"ENSG00000136114","THSD1","13","-",52386027,52386186,52377186,52378789,52397231,52398194,"34,13,21","0,1,0","11,13,19","10,6,2",308,149,5.08e-07,0.000100509,"1.0,0.863,1.0","0.347,0.512,0.821",0.394
"ENSG00000041982","TNC","9","-",115063795,115064068,115042218,115042341,115073602,115073866,"14,081,658,980","262,236,185","7,011,226,778","709,980,753",422,149,0,0,"0.655,0.713,0.652","0.259,0.306,0.267",0.396
"ENSG00000164329","TENT2","5","+",79617529,79617599,79613010,79613075,79619611,79619764,"64,95,85","103,65,41","6,8,17","81,121,106",219,149,1.24e-12,5.56e-10,"0.297,0.499,0.585","0.048,0.043,0.098",0.397
"ENSG00000140859","KIFC3","16","-",57790929,57791066,57772222,57772288,57794998,57795141,"121,94,116","31,15,15","102,121,131","131,148,85",286,149,7.11e-12,2.95e-09,"0.67,0.766,0.801","0.289,0.299,0.445",0.401
"ENSG00000145016","RUBCN","3","-",197691073,197691148,197684156,197684217,197693714,197693816,"39,26,37","6,20,26","0,7,17","16,29,16",224,149,0.000618985,0.045984393,"0.812,0.464,0.486","0.0,0.138,0.414",0.403
"ENSG00000185414","MRPL30","2","+",99186176,99186254,99181078,99181249,99194750,99194897,"15,30,10","0,3,2","15,9,7","6,10,6",227,149,0.000109237,0.01100454,"1.0,0.868,0.766","0.621,0.371,0.434",0.403
"ENSG00000270820","AC016727.1","2","+",61480324,61480583,61471187,61471379,61482626,61482720,"35,28,12","0,2,0","14,20,9","2,7,5",408,149,6.68e-06,0.001020944,"1.0,0.836,1.0","0.719,0.511,0.397",0.403
"ENSG00000148120","C9orf3","9","+",94923985,94924175,94800756,94801002,94955176,94955279,"23,54,21","3,0,0","40,34,7","7,7,16",339,149,3.57e-05,0.004296551,"0.771,1.0,1.0","0.715,0.681,0.161",0.405
"ENSG00000147852","VLDLR","9","+",2651414,2651498,2650369,2650516,2651873,2651954,"333,381,250","138,126,95","194,232,146","394,469,394",233,149,0,0,"0.607,0.659,0.627","0.239,0.24,0.192",0.407
"ENSG00000118482","PHF3","6","+",63646618,63646795,63635835,63636150,63679999,63680161,"25,39,13","3,0,0","23,17,7","3,8,8",326,149,5.38e-05,0.006023618,"0.792,1.0,1.0","0.778,0.493,0.286",0.412
"ENSG00000040275","SPDL1","5","+",169587198,169587372,169583635,169583889,169588393,169588575,"52,143,137","33,80,33","13,6,9","35,48,40",323,149,3.17e-12,1.36e-09,"0.421,0.452,0.657","0.146,0.055,0.094",0.412
"ENSG00000148950","IMMP1L","11","-",31456259,31456386,31433459,31433570,31509518,31509563,"92,70,104","0,44,48","105,60,87","133,118,144",276,149,0.000119433,0.011902741,"1.0,0.462,0.539","0.299,0.215,0.246",0.414
"ENSG00000106603","COA1","7","-",43650611,43650712,43647227,43648652,43729428,43729474,"175,159,197","72,37,59","87,94,115","170,197,185",250,149,0,0,"0.592,0.719,0.666","0.234,0.221,0.27",0.417
"ENSG00000175471","MCTP1","5","-",94923961,94924021,94912805,94912976,94931952,94931991,"128,109,57","10,18,20","54,78,24","56,75,40",209,149,2.76e-10,9.41e-08,"0.901,0.812,0.67","0.407,0.426,0.3",0.417
"ENSG00000155974","GRIP1","12","-",66377016,66377061,66371693,66371927,66377173,66377285,"22,8,17","8,31,18","0,1,0","38,67,41",194,149,1.45e-07,3.1e-05,"0.679,0.165,0.42","0.0,0.011,0.0",0.418
"ENSG00000005801","ZNF195","11","-",3361742,3361889,3358993,3360565,3370974,3371070,"96,108,142","3,6,2","73,82,116","36,41,47",296,149,0,0,"0.942,0.901,0.973","0.505,0.502,0.554",0.418
"ENSG00000075413","MARK3","14","+",103498501,103498528,103491538,103492034,103502881,103503252,"343,437,506","144,195,163","143,248,202","334,530,539",176,149,0,0,"0.668,0.655,0.724","0.266,0.284,0.241",0.419
"ENSG00000114098","ARMC8","3","+",138188454,138188530,138187266,138187599,138209816,138209893,"98,75,48","0,0,0","61,48,33","14,29,24",225,149,0,0,"1.0,1.0,1.0","0.743,0.523,0.477",0.419
"ENSG00000001167","NFYA","6","+",41080810,41080897,41079028,41079164,41084045,41084192,"38,45,25","9,2,3","14,39,8","6,28,24",236,149,8.01e-05,0.008431418,"0.727,0.934,0.84","0.596,0.468,0.174",0.421
"ENSG00000172765","TMCC1","3","-",129838897,129839060,129832773,129832826,129880308,129880562,"28,42,8","18,13,4","6,3,4","28,16,21",312,149,1.17e-09,3.69e-07,"0.426,0.607,0.489","0.093,0.082,0.083",0.421
"ENSG00000081377","CDC14B","9","-",96515648,96515792,96503564,96503789,96522505,96522603,"94,85,75","0,1,0","23,52,43","13,12,18",293,149,5.55e-16,3.51e-13,"1.0,0.977,1.0","0.474,0.688,0.548",0.422
"ENSG00000143164","DCAF6","1","+",168015780,168015951,168004532,168004793,168022987,168023047,"97,101,71","151,0,111","21,16,24","134,188,130",320,149,0.000448485,0.035937221,"0.23,1.0,0.229","0.068,0.038,0.079",0.425
"ENSG00000073921","PICALM","11","-",85978069,85978093,85976622,85976682,85981128,85981228,"520,487,534","143,110,95","260,297,198","362,344,411",173,149,0,0,"0.758,0.792,0.829","0.382,0.426,0.293",0.426
"ENSG00000106070","GRB10","7","-",50755886,50756056,50703820,50703908,50782423,50782445,"18,32,8","0,0,0","25,15,6","1,9,5",319,149,0.000121145,0.012018149,"1.0,1.0,1.0","0.921,0.438,0.359",0.427
"ENSG00000141756","FKBP10","17","+",41819840,41820023,41818381,41818527,41820268,41820461,"122,84,104","0,0,0","66,159,86","24,33,42",332,149,0,0,"1.0,1.0,1.0","0.552,0.684,0.479",0.428
"ENSG00000123983","ACSL3","2","+",222900673,222900780,222887829,222887888,222908732,222909036,"247,278,179","31,40,10","107,189,148","111,166,88",256,149,0,0,"0.823,0.802,0.912","0.359,0.399,0.495",0.428
"ENSG00000188917","TRMT2B","X","-",101051643,101051733,101051250,101051366,101051816,101052054,"11,10,1","1,0,0","4,6,4","2,1,8",239,149,6.22e-05,0.006783518,"0.873,1.0,1.0","0.555,0.789,0.238",0.43
"ENSG00000166261","ZNF202","11","-",123740416,123740536,123730486,123730985,123741548,123741655,"12,7,24","0,2,0","5,6,3","3,1,12",269,149,1.97e-05,0.002581448,"1.0,0.66,1.0","0.48,0.769,0.122",0.43
"ENSG00000203485","INF2","14","+",104715283,104715340,104714202,104714856,104718794,104719603,"500,336,391","160,202,198","88,77,46","196,248,297",206,149,0,0,"0.693,0.546,0.588","0.245,0.183,0.101",0.433
"ENSG00000166579","NDEL1","17","+",8463319,8463354,8460008,8460160,8466929,8467658,"378,287,183","102,125,83","109,138,79","333,250,221",184,149,0,0,"0.75,0.65,0.641","0.21,0.309,0.224",0.433
"ENSG00000111237","VPS29","12","-",110498819,110498859,110496011,110496203,110499456,110499546,"30,16,11","12,6,13","21,3,0","28,33,50",189,149,5.4e-06,0.000843035,"0.663,0.678,0.4","0.372,0.067,0.0",0.434
"ENSG00000106133","NSUN5P2","7","-",72952151,72952295,72950057,72950196,72954358,72954479,"7,12,13","0,0,1","8,13,23","5,6,8",293,149,6.83e-07,0.00013166,"1.0,1.0,0.869","0.449,0.524,0.594",0.434
"ENSG00000179873","NLRP11","19","-",55807852,55808014,55801571,55801739,55808768,55810338,"28,17,36","7,2,1","16,44,46","30,34,21",311,149,4.57e-05,0.005271941,"0.657,0.803,0.945","0.204,0.383,0.512",0.435
"ENSG00000075413","MARK3","14","+",103498501,103498528,103480386,103480490,103502881,103503252,"32,56,53","14,4,7","18,22,24","20,37,35",176,149,7.44e-09,2.07e-06,"0.659,0.922,0.865","0.432,0.335,0.367",0.437
"ENSG00000081377","CDC14B","9","-",96515648,96515792,96509672,96509789,96522505,96522603,"94,85,75","13,0,4","24,45,42","27,22,17",293,149,1.8e-08,4.53e-06,"0.786,1.0,0.905","0.311,0.51,0.557",0.438
"ENSG00000005801","ZNF195","11","-",3369356,3369502,3360477,3360565,3370974,3371070,"6,9,6","3,6,2","1,17,3","36,41,47",295,149,1.11e-05,0.001596418,"0.503,0.431,0.602","0.014,0.173,0.031",0.439
"ENSG00000175471","MCTP1","5","-",94923961,94924021,94912805,94912976,94940083,94940176,"82,48,48","44,46,12","37,33,13","126,129,93",209,149,1.74e-09,5.35e-07,"0.571,0.427,0.74","0.173,0.154,0.091",0.44
"ENSG00000187860","CCDC157","22","+",30375478,30375663,30373922,30374091,30376258,30376347,"5,5,3","0,0,0","4,11,18","3,7,1",334,149,0.000260578,0.02273178,"1.0,1.0,1.0","0.373,0.412,0.889",0.442
"ENSG00000125826","RBCK1","20","+",420870,421031,419557,419731,422126,422238,"48,58,77","0,0,0","3,52,23","8,9,3",310,149,8.4e-05,0.008821268,"1.0,1.0,1.0","0.153,0.735,0.787",0.442
"ENSG00000143147","GPR161","1","-",168114455,168114549,168104476,168104894,168133875,168133921,"11,17,17","2,0,0","13,4,5","8,5,2",243,149,1.84e-06,0.000318408,"0.771,1.0,1.0","0.499,0.329,0.605",0.446
"ENSG00000126653","NSRP1","17","+",30156539,30156662,30116819,30116863,30172541,30172598,"2,6,10","0,0,2","1,7,0","0,6,5",272,149,0.000146592,0.014141461,"1.0,1.0,0.733","1.0,0.39,0.0",0.448
"ENSG00000072803","FBXW11","5","-",171996889,171997051,171914342,171914405,172006457,172006649,"52,31,31","0,13,8","36,17,2","18,20,16",311,149,0.000534104,0.040988731,"1.0,0.533,0.65","0.489,0.289,0.057",0.449
"ENSG00000134574","DDB2","11","+",47234572,47234672,47216857,47217049,47237836,47238001,"28,34,31","12,6,8","46,26,19","47,60,75",249,149,4.83e-08,1.13e-05,"0.583,0.772,0.699","0.369,0.206,0.132",0.449
"ENSG00000243970","PPIEL","1","-",39548669,39548746,39547578,39547634,39548861,39548951,"17,17,14","6,3,9","6,3,13","18,22,17",226,149,3.74e-05,0.004503898,"0.651,0.789,0.506","0.18,0.082,0.335",0.45
"ENSG00000120647","CCDC77","12","+",405510,405564,389349,389486,411746,411978,"22,13,18","0,0,3","3,12,11","2,10,9",203,149,2.18e-07,4.56e-05,"1.0,1.0,0.815","0.524,0.468,0.473",0.45
"ENSG00000140025","EFCAB11","14","-",89924512,89924677,89797126,89797324,89931540,89931631,"74,87,78","36,51,33","15,26,2","140,181,146",314,149,0,0,"0.494,0.447,0.529","0.048,0.064,0.006",0.451
"ENSG00000206573","THUMPD3-AS1","3","-",9395505,9395579,9391311,9391826,9397423,9397439,"50,75,68","17,22,13","15,4,16","18,17,27",223,149,3.3e-08,7.86e-06,"0.663,0.695,0.778","0.358,0.136,0.284",0.453
"ENSG00000132376","INPP5K","17","-",1515568,1515585,1513871,1513979,1515887,1516118,"11,5,2","9,4,4","0,0,0","6,3,2",166,149,4.42e-09,1.29e-06,"0.523,0.529,0.31","0.0,0.0,0.0",0.454
"ENSG00000068745","IP6K2","3","-",48694693,48694824,48693487,48694240,48695089,48695418,"57,66,68","47,35,0","14,70,58","74,120,126",280,149,0.000145002,0.014034797,"0.392,0.501,1.0","0.091,0.237,0.197",0.456
"ENSG00000140859","KIFC3","16","-",57785463,57785666,57772222,57772288,57794998,57795141,"92,65,86","31,15,15","38,77,68","131,148,85",352,149,1.11e-16,7.37e-14,"0.557,0.647,0.708","0.109,0.18,0.253",0.457
"ENSG00000241878","PISD","22","-",31628002,31628210,31625762,31626016,31630521,31630799,"10,26,23","1,0,2","5,18,9","6,7,4",357,149,9.28e-06,0.001349107,"0.807,1.0,0.828","0.258,0.518,0.484",0.458
"ENSG00000177311","ZBTB38","3","+",141396258,141396503,141386871,141386937,141403926,141404031,"379,325,298","75,77,57","11,51,32","66,52,44",394,149,0,0,"0.656,0.615,0.664","0.059,0.271,0.216",0.463
"ENSG00000164081","TEX264","3","+",51672340,51672392,51671174,51671288,51674270,51674562,"11,5,6","0,0,7","2,0,0","0,8,8",201,149,0.000303024,0.025643915,"1.0,1.0,0.389","1.0,0.0,0.0",0.463
"ENSG00000164118","CEP44","4","+",174316529,174316567,174316165,174316290,174331481,174332293,"17,39,25","3,0,0","10,5,14","10,12,4",187,149,3.36e-07,6.79e-05,"0.819,1.0,1.0","0.443,0.249,0.736",0.464
"ENSG00000135821","GLUL","1","-",182390496,182390852,182388571,182388750,182391174,182391346,"27,15,19","2,1,5","4,12,13","9,9,7",505,149,0.000353567,0.029162777,"0.799,0.816,0.529","0.116,0.282,0.354",0.464
"ENSG00000186866","POFUT2","21","-",45282803,45282938,45282348,45282459,45283351,45283527,"15,11,19","2,6,6","1,12,8","18,24,11",284,149,2.72e-05,0.003370881,"0.797,0.49,0.624","0.028,0.208,0.276",0.466
"ENSG00000106603","COA1","7","-",43650611,43650712,43647227,43648652,43665657,43665722,"151,156,155","0,34,22","70,69,86","61,75,83",250,149,2.31e-14,1.31e-11,"1.0,0.732,0.808","0.406,0.354,0.382",0.466
"ENSG00000166261","ZNF202","11","-",123740392,123740536,123730486,123730985,123741548,123741614,"9,6,18","0,2,0","5,4,2","3,1,12",293,149,1.12e-05,0.001596418,"1.0,0.604,1.0","0.459,0.67,0.078",0.466
"ENSG00000143224","PPOX","1","+",161167370,161167486,161167099,161167234,161168992,161169183,"21,24,19","0,0,0","7,22,4","0,17,11",265,149,0.000495014,0.038812685,"1.0,1.0,1.0","1.0,0.421,0.17",0.47
"ENSG00000251442","LINC01094","4","+",78662917,78663011,78649600,78649709,78680760,78682663,"23,18,14","1,1,0","4,9,11","10,17,0",243,149,0.000263562,0.022872364,"0.934,0.917,1.0","0.197,0.245,1.0",0.47
"ENSG00000183647","ZNF530","19","+",57604276,57604406,57599884,57600134,57612502,57612722,"12,17,9","1,3,3","9,3,5","7,10,7",279,149,0.000167816,0.015736502,"0.865,0.752,0.616","0.407,0.138,0.276",0.471
"ENSG00000197140","ADAM32","8","+",39281135,39281174,39257186,39257343,39283585,39283624,"2,9,8","0,0,2","2,2,1","1,1,6",188,149,9.69e-05,0.009982528,"1.0,1.0,0.76","0.613,0.613,0.117",0.472
"ENSG00000005801","ZNF195","11","-",3362545,3362602,3359996,3360565,3370974,3371070,"4,5,6","3,6,2","4,1,3","36,41,47",206,149,6.22e-06,0.000960736,"0.491,0.376,0.685","0.074,0.017,0.044",0.472
"ENSG00000167992","VWCE","11","-",61268921,61269018,61265121,61265212,61271674,61271760,"2,4,2","1,0,0","3,6,3","1,6,16",246,149,8.16e-06,0.001201154,"0.548,1.0,1.0","0.645,0.377,0.102",0.475
"ENSG00000112787","FBRSL1","12","+",132571067,132571136,132570334,132570540,132571306,132571524,"10,23,22","0,0,0","8,17,12","7,8,7",218,149,4.51e-13,2.16e-10,"1.0,1.0,1.0","0.439,0.592,0.54",0.476
"ENSG00000183570","PCBP3","21","+",45858335,45858458,45849989,45850095,45858680,45858810,"36,46,32","2,1,0","27,41,18","19,22,10",272,149,1.99e-13,1.01e-10,"0.908,0.962,1.0","0.438,0.505,0.496",0.477
"ENSG00000140400","MAN2C1","15","-",75363209,75363290,75362641,75362748,75364487,75364665,"6,1,9","0,0,0","3,6,9","2,14,1",230,149,7.36e-05,0.00793525,"1.0,1.0,1.0","0.493,0.217,0.854",0.479
"ENSG00000111731","C2CD5","12","-",22458483,22458555,22456970,22457161,22459491,22459542,"28,43,11","0,1,0","13,23,12","24,6,7",221,149,1.24e-10,4.37e-08,"1.0,0.967,1.0","0.268,0.721,0.536",0.481
"ENSG00000124570","SERPINB6","6","-",2960969,2961096,2959167,2959342,2968778,2970745,"6,1,12","2,1,6","1,0,0","12,16,11",276,149,7.32e-09,2.05e-06,"0.618,0.351,0.519","0.043,0.0,0.0",0.482
"ENSG00000164978","NUDT2","9","+",34336228,34336341,34329505,34329599,34338712,34338847,"84,47,48","23,0,11","23,24,31","46,31,25",262,149,3.27e-07,6.66e-05,"0.675,1.0,0.713","0.221,0.306,0.414",0.482
"ENSG00000162520","SYNC","1","-",32684009,32684089,32680359,32681860,32684257,32684382,"143,158,122","93,50,41","17,29,4","66,85,51",229,149,0,0,"0.5,0.673,0.659","0.144,0.182,0.049",0.486
"ENSG00000091409","ITGA6","2","+",172501771,172501901,172497974,172498100,172504090,172504534,"15,42,14","0,6,0","4,17,20","6,18,4",279,149,0.000382797,0.031276055,"1.0,0.789,1.0","0.263,0.335,0.728",0.488
"ENSG00000156858","PRR14","16","+",30650992,30651127,30650777,30650806,30651595,30651668,"11,17,14","0,0,5","8,8,9","5,14,6",284,149,0.000141007,0.013737172,"1.0,1.0,0.595","0.456,0.231,0.44",0.489
"ENSG00000198625","MDM4","1","+",204537458,204537497,204532190,204532246,204538208,204538308,"10,21,5","5,1,5","8,4,0","13,13,14",188,149,0.00017924,0.016504446,"0.613,0.943,0.442","0.328,0.196,0.0",0.491
"ENSG00000104047","DTWD1","15","+",49626743,49626893,49625112,49625431,49629586,49629967,"6,12,6","0,0,0","5,5,8","5,12,0",299,149,0.000661176,0.048237683,"1.0,1.0,1.0","0.333,0.172,1.0",0.498
"ENSG00000100410","PHF5A","22","-",41468019,41468147,41467447,41467614,41468601,41468625,"8,8,8","1,2,0","4,0,0","0,4,2",277,149,8.56e-05,0.008974573,"0.811,0.683,1.0","1.0,0.0,0.0",0.498
"ENSG00000175471","MCTP1","5","-",94917895,94917973,94912805,94912976,94940083,94940195,"76,63,58","44,46,12","11,30,13","126,129,93",227,149,1.42e-14,8.26e-12,"0.531,0.473,0.76","0.054,0.132,0.084",0.498
"ENSG00000068745","IP6K2","3","-",48694701,48694824,48694174,48694240,48695089,48695418,"40,29,26","47,35,0","0,18,14","74,120,126",272,149,0.000100792,0.010297223,"0.318,0.312,1.0","0.0,0.076,0.057",0.499
"ENSG00000168137","SETD5","3","+",9436849,9436888,9435727,9435906,9440455,9440698,"125,129,89","79,63,35","24,39,5","103,166,121",188,149,0,0,"0.556,0.619,0.668","0.156,0.157,0.032",0.499
"ENSG00000148655","LRMDA","10","+",76535797,76535987,76346429,76346553,76557208,76557366,"5,1,1","0,0,0","11,14,20","21,0,19",339,149,0.000270511,0.02321984,"1.0,1.0,1.0","0.187,1.0,0.316",0.499
"ENSG00000137501","SYTL2","11","-",85717482,85717530,85714412,85714507,85718789,85718843,"154,130,97","19,0,5","96,85,67","102,84,63",197,149,0,0,"0.86,1.0,0.936","0.416,0.434,0.446",0.5
"ENSG00000151778","SERP2","13","+",44390356,44390578,44379640,44379713,44397271,44397710,"144,108,147","3,9,4","186,195,143","102,86,124",371,149,0,0,"0.951,0.828,0.937","0.423,0.477,0.317",0.5
"ENSG00000173818","ENDOV","17","+",80422139,80422245,80415649,80415821,80423519,80423632,"14,28,27","0,0,19","20,33,8","25,26,19",255,149,0.000216926,0.019445015,"1.0,1.0,0.454","0.319,0.426,0.197",0.504
"ENSG00000141376","BCAS3","17","+",61353587,61354502,61157455,61157475,61368326,61368494,"14,3,4","0,0,0","3,6,6","0,4,2",1064,149,0.000607254,0.045267896,"1.0,1.0,1.0","1.0,0.174,0.296",0.51
